diario,seccion,sustantivos,adjetivos,verbos,candidatos,terminos,etica,gestion,ideologia,personalidad,positiva,negativa,dsustantiva,dvalorativa
lanacion,politica,"frase,sexualidad,precandidata,diputada,respecto,frase,sexo,tema,joven,educación,trabajo",nacional,"criticar,expresar,pedir,ocupar él,importar","Victoria Tolosa Paz,María Eugenia Vidal","frase,sexualidad,precandidata,diputada,respecto,frase,sexo,tema,joven,educación,trabajo,nacional,criticar,expresar,pedir,ocupar él,importar",0,0.0434782608695652,0.0373831775700935,0.133333333333333,0,0,personalidad,neutra
lanacion,politica,"dicho,precandidata,diputada,exgobernadora,mensaje","nacional,bonaerense","criticar,estar,destinar",María Eugenia Vidal,"dicho,precandidata,diputada,exgobernadora,mensaje,nacional,bonaerense,criticar,estar,destinar",0.0384615384615385,0.0348837209302326,0.0297029702970297,0.0384615384615385,0,0,personalidad,neutra
lanacion,politica,"ministro,mensaje,lista,candidato",electoral,"separar,intentar,bajar,encabezar",Victoria Tolosa Paz,"ministro,mensaje,lista,candidato,electoral,separar,intentar,bajar,encabezar",0.04,0,0.0404040404040404,0.04,0,0.0303030303030303,ideologia,negativa
clarin,politica,"jueves,aspecto,acuerdo,parte,año,figura,proyección,2023,tal,perfil,edad,renovación,partido","habio,seguido,diferente,similar","tratar,encabezar",Facundo Manes,"jueves,aspecto,acuerdo,parte,año,figura,proyección,2023,tal,perfil,edad,renovación,partido,habio,seguido,diferente,similar,tratar,encabezar",0,0,0,0.0285714285714286,0,0,personalidad,neutra
clarin,sociedad,"parte,precandidata,campaña,búsqueda,foto","","sumar,tuitear",Victoria Tolosa Paz,"parte,precandidata,campaña,búsqueda,foto,,sumar,tuitear",0.0454545454545455,0.0240963855421687,0.0309278350515464,0,0,0,etica,neutra
clarin,sociedad,"@vtolosapaz,información","","",Victoria Tolosa Paz,"@vtolosapaz,información,,",0,0,0,0,0,0,otras,neutra
paginadoce,sociedad,"foto,candidata,diputada,reclamo,feminista,tipo,polémica,debate","desnudo,trucha",desatar,Cinthia Fernández,"foto,candidata,diputada,reclamo,feminista,tipo,polémica,debate,desnudo,trucha,desatar",0.037037037037037,0,0.0396039603960396,0,0,0,ideologia,neutra
infobae,politica,"organización,viernes,calle,gatillo,renuncia,ministerio,mesa,difusión,iniciativa,peso,sábado,anfiteatro,cabeza,encuentro,persona,apoyo,campaña,militancia,favor,candidato,espacio,provincia,precandidato,diputado","social,porteña,fácil,específico,propio,político,primero,nacional","marchar,reclamar,tomar,demostrar,realizar,expresar,convocar,movilizar él,llevar","Victoria Tolosa Paz,Daniel Gollan","organización,viernes,calle,gatillo,renuncia,ministerio,mesa,difusión,iniciativa,peso,sábado,anfiteatro,cabeza,encuentro,persona,apoyo,campaña,militancia,favor,candidato,espacio,provincia,precandidato,diputado,social,porteña,fácil,específico,propio,político,primero,nacional,marchar,reclamar,tomar,demostrar,realizar,expresar,convocar,movilizar él,llevar",0.0175438596491228,0.0714285714285714,0.0546875,0,0.0133333333333333,0.03125,gestion,negativa
infobae,politica,"momento,idea,crítica,precandidato,diputado,provincia,espacio,iniciativa,plan,trabajo,través,propuesta,subsidio,generación,empleo","dirigido,nacional,opositor,junto,social","hacer,impulsar,prometer,activar,transformar,incentivar",Diego Santilli,"momento,idea,crítica,precandidato,diputado,provincia,espacio,iniciativa,plan,trabajo,través,propuesta,subsidio,generación,empleo,dirigido,nacional,opositor,junto,social,hacer,impulsar,prometer,activar,transformar,incentivar",0.0238095238095238,0.0824742268041237,0.0434782608695652,0.0238095238095238,0.0517241379310345,0.0408163265306122,gestion,positiva
clarin,politica,"cúpula,radicalismo,exponente,victoria","principal,histórico","llegar,celebrar,definir",Facundo Manes,"cúpula,radicalismo,exponente,victoria,principal,histórico,llegar,celebrar,definir",0,0,0,0.04,0.0232558139534884,0.0303030303030303,personalidad,negativa
infobae,politica,"gobernador,semana,movimiento,tablero,serie,interpretación,mundo,política","junto,electoral","reelegir,faltar,producir",Facundo Manes,"gobernador,semana,movimiento,tablero,serie,interpretación,mundo,política,junto,electoral,reelegir,faltar,producir",0,0.0337078651685393,0,0,0,0,gestion,neutra
infobae,politica,"victoria,rostro",radical,nacionalizar,Facundo Manes,"victoria,rostro,radical,nacionalizar",0,0,0,0,0,0,otras,neutra
infobae,politica,"gobernador,precandidato,diputado,radicalismo,momento,partido,volumen,nombre,candidato","presente,determinante,propio,importante,competitivo","respaldar,considerar,dar él,plantar",Facundo Manes,"gobernador,precandidato,diputado,radicalismo,momento,partido,volumen,nombre,candidato,presente,determinante,propio,importante,competitivo,respaldar,considerar,dar él,plantar",0,0.0319148936170213,0.0467289719626168,0,0.0392156862745098,0.075,ideologia,negativa
infobae,espectaculos,"leyendo,elección,ventaja,reelección,gobernador,inseguridad,termo,silencio",amplio,"sacar,encaminar,criticar,relativizar,vivir,hacer",Florencio Randazzo,"leyendo,elección,ventaja,reelección,gobernador,inseguridad,termo,silencio,amplio,sacar,encaminar,criticar,relativizar,vivir,hacer",0,0.0561797752808989,0,0,0,0,gestion,neutra
clarin,politica,"tiempo,senador,triunfo,senador,precandidato,diputado,intendenta","formoseño,exultante,nacional","",Adolfo Rubinstein,"tiempo,senador,triunfo,senador,precandidato,diputado,intendenta,formoseño,exultante,nacional,",0,0.0229885057471264,0.0297029702970297,0.173913043478261,0,0.0294117647058824,personalidad,negativa
clarin,politica,"domingo,gobernador,precandidato,diputado,provincia,diputado","nacional,mendocino",llegar,Facundo Manes,"domingo,gobernador,precandidato,diputado,provincia,diputado,nacional,mendocino,llegar",0,0.0602409638554217,0.0404040404040404,0,0,0.0303030303030303,gestion,negativa
clarin,politica,"descanso,terraza,hotel,radicalismo","breve,completo","llegar,tomar,salir,confluir",Facundo Manes,"descanso,terraza,hotel,radicalismo,breve,completo,llegar,tomar,salir,confluir",0,0,0,0,0.0227272727272727,0,otras,positiva
clarin,politica,"minuto,carisma,médico,voto,voto,mirada,futuro",nacional,"sobrar,ratificar,buscar,competir,ocultar",Diego Santilli,"minuto,carisma,médico,voto,voto,mirada,futuro,nacional,sobrar,ratificar,buscar,competir,ocultar",0,0,0.0388349514563107,0,0.0212765957446809,0,ideologia,positiva
paginadoce,politica,"legisladora,precandidata,tema,precandidato,legislador","","estar,involucró",Leandro Santoro,"legisladora,precandidata,tema,precandidato,legislador,,estar,involucró",0,0.0365853658536585,0.0416666666666667,0,0,0.0333333333333333,ideologia,negativa
paginadoce,politica,"propuesta,día,presentación,educación","mínimo,surrealista,bonaerense","exhibir,hacer,hablar,recuperar,contribuir,destruir",María Eugenia Vidal,"propuesta,día,presentación,educación,mínimo,surrealista,bonaerense,exhibir,hacer,hablar,recuperar,contribuir,destruir",0,0,0,0.0344827586206897,0,0,personalidad,neutra
clarin,politica,"periodista,amigo,esposo,candidata",íntimo,recordar,Victoria Tolosa Paz,"periodista,amigo,esposo,candidata,íntimo,recordar",0,0,0,0.0454545454545455,0,0,personalidad,neutra
ambito,nacional,"foto,celebración,gobernador,precandidato,diputado,parlamentaria,presidente,ramillete,legislador,precandidato","pegoteó,nacional,nacional,nutrido,multiprovincial,nacional","estar,desafíar","Facundo Manes,Adolfo Rubinstein,María Eugenia Vidal","foto,celebración,gobernador,precandidato,diputado,parlamentaria,presidente,ramillete,legislador,precandidato,pegoteó,nacional,nacional,nutrido,multiprovincial,nacional,estar,desafíar",0.0294117647058824,0.0659340659340659,0.087378640776699,0,0,0.0487804878048781,ideologia,negativa
paginadoce,rosario12,"ejemplo,distrito,boxeadora,diputada,panelista,bailarín,marido,lista","ex,gran","abundar,seguir",Cinthia Fernández,"ejemplo,distrito,boxeadora,diputada,panelista,bailarín,marido,lista,ex,gran,abundar,seguir",0,0,0.029126213592233,0.0357142857142857,0.0217391304347826,0,personalidad,positiva
paginadoce,rosario12,"candidatura,ejemplo,opción","mediático,político",explicar,Cinthia Fernández,"candidatura,ejemplo,opción,mediático,político,explicar",0,0,0.0204081632653061,0.0454545454545455,0,0,personalidad,neutra
ambito,politica,"exsecretario,visibilidad,lista,radical,rebelde,precandidato,diputado,boleta",nacional,"competir,encabezar,llevar","Adolfo Rubinstein,María Eugenia Vidal,Ricardo López Murphy","exsecretario,visibilidad,lista,radical,rebelde,precandidato,diputado,boleta,nacional,competir,encabezar,llevar",0,0.0224719101123596,0.0392156862745098,0.0357142857142857,0,0.0277777777777778,ideologia,negativa
paginadoce,politica,"festejo,provincia,titular,precandidato,diputado","",viajar,Facundo Manes,"festejo,provincia,titular,precandidato,diputado,,viajar",0,0.05,0.0206185567010309,0,0,0.0344827586206897,gestion,negativa
paginadoce,politica,"expresidente,exsecretario,precandidato,diputado,senador",presente,hacer,Adolfo Rubinstein,"expresidente,exsecretario,precandidato,diputado,senador,presente,hacer",0,0.036144578313253,0.0306122448979592,0.142857142857143,0,0.032258064516129,personalidad,negativa
ambito,nacional,"foto,celebración,gobernador,precandidato,diputado,parlamentaria,presidente,ramillete,legislador,precandidato","pegoteó,nacional,nacional,nutrido,multiprovincial,nacional","estar,desafíar","Facundo Manes,Adolfo Rubinstein,María Eugenia Vidal","foto,celebración,gobernador,precandidato,diputado,parlamentaria,presidente,ramillete,legislador,precandidato,pegoteó,nacional,nacional,nutrido,multiprovincial,nacional,estar,desafíar",0.0294117647058824,0.0659340659340659,0.087378640776699,0,0,0.0487804878048781,ideologia,negativa
ambito,nacional,"foto,celebración,gobernador,precandidato,diputado,parlamentaria,presidente,ramillete,legislador,precandidato","pegoteó,nacional,nacional,nutrido,multiprovincial,nacional","estar,desafíar","Facundo Manes,Adolfo Rubinstein,María Eugenia Vidal","foto,celebración,gobernador,precandidato,diputado,parlamentaria,presidente,ramillete,legislador,precandidato,pegoteó,nacional,nacional,nutrido,multiprovincial,nacional,estar,desafíar",0.0294117647058824,0.0659340659340659,0.087378640776699,0,0,0.0487804878048781,ideologia,negativa
paginadoce,politica,"precandidata,diputada,abogado,disculpa,ataque,red,referencia,respuesta,exconsejero,presidente,militante,izquierda,flyer","nacional,porteño,solo","lamentar,pedir,reivindicar,antisemitar,escribir,solidarizar,agredir",Myriam Bregman,"precandidata,diputada,abogado,disculpa,ataque,red,referencia,respuesta,exconsejero,presidente,militante,izquierda,flyer,nacional,porteño,solo,lamentar,pedir,reivindicar,antisemitar,escribir,solidarizar,agredir",0,0.0515463917525773,0.0446428571428571,0.0256410256410256,0.0175438596491228,0,gestion,positiva
lanacion,opinion,"pensamiento,temblor,discurso,arco,distinción,grieta,ideología","liberal,político,actual","coincidir,negar,causar","Javier Milei,Javier Milei","pensamiento,temblor,discurso,arco,distinción,grieta,ideología,liberal,político,actual,coincidir,negar,causar",0,0,0,0,0,0,otras,neutra
lanacion,opinion,"año,ñoqui,pobreza,delincuencia,crecer”-,s,texto,sección,línea,caracter","único,único,destinado","crecer,crecer,crecer,crecer,crecer,exceder",Victoria Tolosa Paz,"año,ñoqui,pobreza,delincuencia,crecer”-,s,texto,sección,línea,caracter,único,único,destinado,crecer,crecer,crecer,crecer,crecer,exceder",0,0,0,0.09375,0,0,personalidad,neutra
lanacion,politica,"semana,tono,zapatilla,pesos,frase,candidata,diputada,congelamiento,tarifa,gobierno,derrame,consumo","cierto,dispuesto,supuesto,popular","hablar,utilizar,vender",Victoria Tolosa Paz,"semana,tono,zapatilla,pesos,frase,candidata,diputada,congelamiento,tarifa,gobierno,derrame,consumo,cierto,dispuesto,supuesto,popular,hablar,utilizar,vender",0.0285714285714286,0.0208333333333333,0.0560747663551402,0.0285714285714286,0.0188679245283019,0.0232558139534884,ideologia,negativa
lanacion,politica,"joven,empanada,manga,lista,precandidato,diputado,calle,ciudad,apoyo,exsecretario,postulant","convertido,nacional","arenguir,enojar,recorrer",Adolfo Rubinstein,"joven,empanada,manga,lista,precandidato,diputado,calle,ciudad,apoyo,exsecretario,postulant,convertido,nacional,arenguir,enojar,recorrer",0,0.021505376344086,0.0377358490566038,0.03125,0,0.025,ideologia,negativa
paginadoce,politica,"gobernador,presidente,candidato,diputado,dirigente,gobernador,tramo,jornada","legislativo,bonaerense,nacional,final,electoral","llegar,acompañar",Facundo Manes,"gobernador,presidente,candidato,diputado,dirigente,gobernador,tramo,jornada,legislativo,bonaerense,nacional,final,electoral,llegar,acompañar",0,0.0561797752808989,0.058252427184466,0.032258064516129,0,0.0526315789473684,ideologia,negativa
paginadoce,politica,"dirigencia,transcurso,tarde,domingo,tanto,representante,fuerza,exsecretario,gestión,sábado",nacional,"llegar,llegar",Adolfo Rubinstein,"dirigencia,transcurso,tarde,domingo,tanto,representante,fuerza,exsecretario,gestión,sábado,nacional,llegar,llegar",0,0,0,0.0344827586206897,0.0212765957446809,0,personalidad,positiva
infobae,politica,"precandidato,termo,silencio,vía,precandidato,tiro,elevación,ministra,frase","bonaerense,bonaerense,tranquilo,aburrido","ir,vivir,hacer,lanzar,ir",Florencio Randazzo,"precandidato,termo,silencio,vía,precandidato,tiro,elevación,ministra,frase,bonaerense,bonaerense,tranquilo,aburrido,ir,vivir,hacer,lanzar,ir",0,0.0319148936170213,0.0275229357798165,0,0,0.0487804878048781,gestion,negativa
infobae,politica,"tuit,frase,captura,tuit,ministra,diálogo,robo,casa,jubilado,año,delincuente,nacionalidad","polémico,ocurrido,chileno","llegar,referir,morir",Florencio Randazzo,"tuit,frase,captura,tuit,ministra,diálogo,robo,casa,jubilado,año,delincuente,nacionalidad,polémico,ocurrido,chileno,llegar,referir,morir",0.0294117647058824,0,0.0275229357798165,0.0294117647058824,0.0192307692307692,0,personalidad,positiva
infobae,politica,"precandidato,diputado,titular,cartera,ministra,familia,inseguridad","único,nacional,nacional,divertido,argentino,hecho","cargar,parecer,sufran",Ricardo López Murphy,"precandidato,diputado,titular,cartera,ministra,familia,inseguridad,único,nacional,nacional,divertido,argentino,hecho,cargar,parecer,sufran",0,0.0674157303370787,0.0576923076923077,0,0,0.025,gestion,negativa
infobae,politica,"tanto,aburrimiento,inseguridad,conurbano,día,kirchnerismo,debate,sarta,incongruencia,logro,política","formidable,discursiva,acostumbrado,solo,criminal","postear,sumergir,tener,conocer",Carolina Píparo,"tanto,aburrimiento,inseguridad,conurbano,día,kirchnerismo,debate,sarta,incongruencia,logro,política,formidable,discursiva,acostumbrado,solo,criminal,postear,sumergir,tener,conocer",0,0.0206185567010309,0.027027027027027,0,0,0,ideologia,neutra
ambito,politica,"vuelta,auto,temor,entradera,precandidato,diputado,realidad",nacional,"dar,decir,ir,agregar,vivir",Florencio Randazzo,"vuelta,auto,temor,entradera,precandidato,diputado,realidad,nacional,dar,decir,ir,agregar,vivir",0,0.0222222222222222,0.0288461538461538,0,0.0212765957446809,0.027027027027027,ideologia,negativa
lanacion,politica,"precandidato,diputado,provincia,triunfo,gobernador","nacional,radical","hablar,festejar",Facundo Manes,"precandidato,diputado,provincia,triunfo,gobernador,nacional,radical,hablar,festejar",0,0.0476190476190476,0.03,0,0,0.0303030303030303,gestion,negativa
lanacion,politica,septiembre,"",competir,Diego Santilli,"septiembre,,competir",0,0,0,0,0,0,otras,neutra
clarin,politica,"candidato,escándalo",mejor,"volver,referir él,decir,gustar,asegurar,dejar él",Leandro Santoro,"candidato,escándalo,mejor,volver,referir él,decir,gustar,asegurar,dejar él",0,0,0,0,0.0232558139534884,0.0303030303030303,otras,negativa
clarin,politica,"lado,mercado","docente,libre","hablar,decir",María Eugenia Vidal,"lado,mercado,docente,libre,hablar,decir",0,0,0,0,0.025,0,otras,positiva
clarin,politica,"🇦,🌞,pic.twitter.com/snibnr4fcp,último,campaña",intenso,"🇷,decir",Leandro Santoro,"🇦,🌞,pic.twitter.com/snibnr4fcp,último,campaña,intenso,🇷,decir",0,0,0,0,0,0,otras,neutra
clarin,politica,"secretario,gestión,par,semana,acto,campaña,objetivo,discurso,frente",legal,"hacer,blanquear,dar",María Eugenia Vidal,"secretario,gestión,par,semana,acto,campaña,objetivo,discurso,frente,legal,hacer,blanquear,dar",0,0.0337078651685393,0,0,0,0,gestion,neutra
clarin,politica,"cierre,lista,oficialismo,bancada,sector,partido","bueno,liderado","necesitar,terminar,romper,advertir,jugar",Diego Santilli,"cierre,lista,oficialismo,bancada,sector,partido,bueno,liderado,necesitar,terminar,romper,advertir,jugar",0,0,0.0288461538461538,0,0.0212765957446809,0,ideologia,positiva
clarin,politica,"lado,unidad",radical,"apoyar,cultivar",Facundo Manes,"lado,unidad,radical,apoyar,cultivar",0,0,0,0,0.0256410256410256,0,otras,positiva
lanacion,politica,"gobernador,presidente,precandidato,diputado,vicepresidenta",nacional,acercar,Facundo Manes,"gobernador,presidente,precandidato,diputado,vicepresidenta,nacional,acercar",0,0.0487804878048781,0.0520833333333333,0,0,0.032258064516129,ideologia,negativa
clarin,politica,"crítica,funcionaria,precandidato,diputado","primero,nacional,nacional","disparar,ir",Florencio Randazzo,"crítica,funcionaria,precandidato,diputado,primero,nacional,nacional,disparar,ir",0,0.0352941176470588,0.0404040404040404,0,0,0.0625,ideologia,negativa
clarin,politica,"pic.twitter.com/guhmx2fqw1,@randazzof,2021,colectivo,miedo",divertido,"parecer,salir,laburar,esperar,asaltar",Florencio Randazzo,"pic.twitter.com/guhmx2fqw1,@randazzof,2021,colectivo,miedo,divertido,parecer,salir,laburar,esperar,asaltar",0,0,0,0,0,0,otras,neutra
clarin,politica,"línea,secretario,-número,gestión-,lista,provincia",ex,"sumar,ir",Diego Santilli,"línea,secretario,-número,gestión-,lista,provincia,ex,sumar,ir",0,0.0232558139534884,0,0.04,0,0,personalidad,neutra
clarin,politica,"voz,red,precandidato",social,levantar,Ricardo López Murphy,"voz,red,precandidato,social,levantar",0.0476190476190476,0.024390243902439,0,0,0,0.0344827586206897,etica,negativa
clarin,opinion,"candidato,olfato,humor,aval","social,electoral","obligar,desmarcar él","Leandro Santoro,Victoria Tolosa Paz","candidato,olfato,humor,aval,social,electoral,obligar,desmarcar él",0.0416666666666667,0,0,0,0,0.03125,etica,negativa
clarin,opinion,"oposición,distrito,punto,punto",bonaerense,"significar,recortar,vencer,imponer",María Eugenia Vidal,"oposición,distrito,punto,punto,bonaerense,significar,recortar,vencer,imponer",0,0,0,0.04,0,0,personalidad,neutra
clarin,opinion,"fenómeno,libertario,joven,sistema,parte,voto,través,duda,segmento,figura,verborrágico,veces,economista","anti,mediático","desprender,canalizar,concentrar",Javier Milei,"fenómeno,libertario,joven,sistema,parte,voto,través,duda,segmento,figura,verborrágico,veces,economista,anti,mediático,desprender,canalizar,concentrar",0,0,0,0.0294117647058824,0,0,personalidad,neutra
clarin,politica,"precandidata,diputada,provincia,sector,oficialismo,mandato,presidente,tema,agenda","posible,segundo","salir,diferenciar él,venir,instalar,plantear",Victoria Tolosa Paz,"precandidata,diputada,provincia,sector,oficialismo,mandato,presidente,tema,agenda,posible,segundo,salir,diferenciar él,venir,instalar,plantear",0,0.0674157303370787,0.0476190476190476,0,0,0.025,gestion,negativa
clarin,politica,"diálogo,semana",primero,escuchar,"María Eugenia Vidal,Diego Santilli","diálogo,semana,primero,escuchar",0.05,0,0,0,0.0263157894736842,0,etica,positiva
clarin,politica,"jefe,ministro","","",Florencio Randazzo,"jefe,ministro,,",0,0,0,0.0555555555555556,0,0,personalidad,neutra
clarin,politica,"caciqu,nominación,presidente,gobernador,almuerzo,residencia","rápido,próximo,oficial","decir él,convocar,alzar,propinar","Adolfo Rubinstein,Facundo Manes","caciqu,nominación,presidente,gobernador,almuerzo,residencia,rápido,próximo,oficial,decir él,convocar,alzar,propinar",0,0.0222222222222222,0,0,0,0,gestion,neutra
clarin,politica,"algarada,insulto,economista",simpático,"caer,parecer,tolerar",Javier Milei,"algarada,insulto,economista,simpático,caer,parecer,tolerar",0,0,0,0.0434782608695652,0,0,personalidad,neutra
clarin,politica,"expresión,ejemplo,banca,2007,lista,total,peronismo,punto","extravagante,corto","dar,superar",Cynthia Hotton,"expresión,ejemplo,banca,2007,lista,total,peronismo,punto,extravagante,corto,dar,superar",0,0,0,0.0740740740740741,0,0,personalidad,neutra
lanacion,politica,"conferencia,prensa,triunfo,presidente,senador,gobernador,candidato,diputado,exsecretario,candidato,dirigente,dirigente,país,modo,elección,cara,compromiso,país,septiembre,general,noviembre","previsto,nacional,legislativo,bonaerense,nacional,porteño,radical,provincial,venidero","tener,encabezar,compartir,proyectar",Facundo Manes,"conferencia,prensa,triunfo,presidente,senador,gobernador,candidato,diputado,exsecretario,candidato,dirigente,dirigente,país,modo,elección,cara,compromiso,país,septiembre,general,noviembre,previsto,nacional,legislativo,bonaerense,nacional,porteño,radical,provincial,venidero,tener,encabezar,compartir,proyectar",0.0408163265306122,0.0970873786407767,0.094017094017094,0.0851063829787234,0.0454545454545455,0.0350877192982456,gestion,positiva
paginadoce,sociedad,"foto,candidata,diputada,reclamo,feminista,tipo,polémica,debate","desnudo,trucha",desatar,Cinthia Fernández,"foto,candidata,diputada,reclamo,feminista,tipo,polémica,debate,desnudo,trucha,desatar",0.037037037037037,0,0.0396039603960396,0,0,0,ideologia,neutra
ambito,nacional,"bunker,capital,escenario,suelo,gobernador,hora,nacimiento,hija,presidente,ramillete,legislador,precandidato","elegido,correntino,nacional,nutrido,multiprovincial,nacional",desafíar,"Adolfo Rubinstein,María Eugenia Vidal","bunker,capital,escenario,suelo,gobernador,hora,nacimiento,hija,presidente,ramillete,legislador,precandidato,elegido,correntino,nacional,nutrido,multiprovincial,nacional,desafíar",0,0.0425531914893617,0.0462962962962963,0,0,0.0232558139534884,ideologia,negativa
ambito,nacional,"precandidato,diputado,parlamentaria,instantánea,zozobra,conmoción,noche,jueves,abdomen,diputado,cierre,campaña,localidad","nacional,desatado,pasado,provincial,peronista,pequeño","esperar,estar,contrastar,balear",Facundo Manes,"precandidato,diputado,parlamentaria,instantánea,zozobra,conmoción,noche,jueves,abdomen,diputado,cierre,campaña,localidad,nacional,desatado,pasado,provincial,peronista,pequeño,esperar,estar,contrastar,balear",0,0.0515463917525773,0.0540540540540541,0,0,0.0434782608695652,ideologia,negativa
lanacion,politica,partido,político,confundir,Victoria Tolosa Paz,"partido,político,confundir",0,0,0.0210526315789474,0,0,0,ideologia,neutra
clarin,politica,"noche,sábado,dirigente,partido,senador,senador,ministro,senador,par,ministro,precandidato,intendenta","ex,mendocino,riojano,ex,formoseño,fueguino,ex","suceder,dialogar,saludar",Adolfo Rubinstein,"noche,sábado,dirigente,partido,senador,senador,ministro,senador,par,ministro,precandidato,intendenta,ex,mendocino,riojano,ex,formoseño,fueguino,ex,suceder,dialogar,saludar",0,0.0412371134020619,0.0450450450450451,0.3,0,0.0217391304347826,personalidad,negativa
clarin,politica,"provincia,gobernador,diputado,precandidato,senador,mediodía,gobernador,precandidato,diputado,cierre,urna",mendocino,"llegar,almorzar,llegar",Facundo Manes,"provincia,gobernador,diputado,precandidato,senador,mediodía,gobernador,precandidato,diputado,cierre,urna,mendocino,llegar,almorzar,llegar",0,0.0804597701149425,0.0380952380952381,0.032258064516129,0,0.0810810810810811,gestion,negativa
clarin,politica,"2019,lista,referente,espacio","difícil,solo","contar,resignar",Diego Santilli,"2019,lista,referente,espacio,difícil,solo,contar,resignar",0,0,0.0303030303030303,0,0,0,ideologia,neutra
clarin,politica,"cargo,reclutamiento,voluntario,fiscalización,acto,gobierno","","",Diego Santilli,"cargo,reclutamiento,voluntario,fiscalización,acto,gobierno,,",0.0454545454545455,0.0240963855421687,0,0.0454545454545455,0.025,0,etica,positiva
clarin,politica,"municipio,refuerzo,ciudad,interior,boleta",encabezado,"llegar,cuidar",Facundo Manes,"municipio,refuerzo,ciudad,interior,boleta,encabezado,llegar,cuidar",0,0,0,0,0,0,otras,neutra
clarin,politica,"día,inquietud,necesidad,recaudo,medio,recorrida,campaña,sitio,sumate.pro.com.ar,voluntario",último,"admitir,potenciar,mencionar,reclutar",María Eugenia Vidal,"día,inquietud,necesidad,recaudo,medio,recorrida,campaña,sitio,sumate.pro.com.ar,voluntario,último,admitir,potenciar,mencionar,reclutar",0,0.0217391304347826,0,0,0,0.0256410256410256,gestion,negativa
clarin,politica,"lista,diputado,provincia",nacional,"",Facundo Manes,"lista,diputado,provincia,nacional,",0,0.0246913580246914,0.0315789473684211,0,0,0,ideologia,neutra
lanacion,politica,"objetivo,capital,gobernador,referente,candidato,radicalismo,provincia","provincial,principal,partidario,acompañado","desembarcar,reunir,llegar",Facundo Manes,"objetivo,capital,gobernador,referente,candidato,radicalismo,provincia,provincial,principal,partidario,acompañado,desembarcar,reunir,llegar",0,0.0449438202247191,0.0285714285714286,0,0.0208333333333333,0.0263157894736842,gestion,negativa
clarin,politica,"recorrida,campaña",junto,"",María Eugenia Vidal,"recorrida,campaña,junto,",0,0.025,0,0,0,0,gestion,neutra
clarin,politica,"línea,paquete,reforma,votante,mayoría,economía,reconversión,plan,trabajo,joven,incentivo,empresa,proyecto,mercado,año,inscripción","casual,centennial,vinculado,social,laboral,primero","presentar,apuntar,cautivar,contratar,buscar,ingresar,pagar",María Eugenia Vidal,"línea,paquete,reforma,votante,mayoría,economía,reconversión,plan,trabajo,joven,incentivo,empresa,proyecto,mercado,año,inscripción,casual,centennial,vinculado,social,laboral,primero,presentar,apuntar,cautivar,contratar,buscar,ingresar,pagar",0.0222222222222222,0.0384615384615385,0.0512820512820513,0.0454545454545455,0,0.0188679245283019,ideologia,negativa
clarin,politica,"lado,boleta,cabeza,dirigente,puerta,nivel,adhesión,electorado","buen,joven","llevar,asegurar,contar","Leandro Santoro,Gisela Marziotta","lado,boleta,cabeza,dirigente,puerta,nivel,adhesión,electorado,buen,joven,llevar,asegurar,contar",0,0,0,0.0344827586206897,0.0212765957446809,0,personalidad,positiva
clarin,politica,"","","","Gisela Marziotta,Leandro Santoro",",,",0,0,0,0,0,0,otras,neutra
clarin,politica,"número,joven,encuesta,afinidad,fenómeno,precandidato,diputado,lista,youtuber,cabeza","enorme,libertario,financiero","asomar,mostrar,encabezar,incluir",Javier Milei,"número,joven,encuesta,afinidad,fenómeno,precandidato,diputado,lista,youtuber,cabeza,enorme,libertario,financiero,asomar,mostrar,encabezar,incluir",0,0.0212765957446809,0.0277777777777778,0,0,0.0769230769230769,ideologia,negativa
clarin,politica,"precandidato,línea","","venir,trabajar","Victoria Tolosa Paz,Diego Santilli,Facundo Manes,Florencio Randazzo","precandidato,línea,,venir,trabajar",0,0,0,0,0,0.037037037037037,otras,negativa
clarin,politica,voto,"","apostar,captar",Florencio Randazzo,"voto,,apostar,captar",0,0,0,0,0,0,otras,neutra
lanacion,politica,"vuelta,auto,temor,entradera,precandidato,diputado,frente,exministro",nacional,"dar,apuntar,ir",Florencio Randazzo,"vuelta,auto,temor,entradera,precandidato,diputado,frente,exministro,nacional,dar,apuntar,ir",0,0.0340909090909091,0.0392156862745098,0.0740740740740741,0,0.0277777777777778,personalidad,negativa
lanacion,politica,"pic.twitter.com/guhmx2fqw1,@randazzof,2021,crítica,oficialismo,campaña,realidad",duro,"dedicar,disparar,vivir",Florencio Randazzo,"pic.twitter.com/guhmx2fqw1,@randazzof,2021,crítica,oficialismo,campaña,realidad,duro,dedicar,disparar,vivir",0,0.0344827586206897,0,0,0.0222222222222222,0.0285714285714286,gestion,negativa
lanacion,politica,"parte,precandidato,diputado,ciudad,ministra,familia,inseguridad","nacional,divertido,argentino,hecho","lanzar,parecer,sufran",Ricardo López Murphy,"parte,precandidato,diputado,ciudad,ministra,familia,inseguridad,nacional,divertido,argentino,hecho,lanzar,parecer,sufran",0,0.0449438202247191,0.0485436893203884,0,0,0.0263157894736842,ideologia,negativa
lanacion,politica,"@rlopezmurphy,contexto,palabra,tendencia,rapidez","","pic.twitter.com/tfaz3slhng,convertir",Ricardo López Murphy,"@rlopezmurphy,contexto,palabra,tendencia,rapidez,,pic.twitter.com/tfaz3slhng,convertir",0,0,0,0.0454545454545455,0,0,personalidad,neutra
