diario,seccion,sustantivos,adjetivos,verbos,candidatos,terminos,etica,gestion,ideologia,personalidad,positiva,negativa,dsustantiva,dvalorativa
clarin,opinion,"sillón,vigencia,ambición,radicalismo,mesa,discusión,2023",presidencial,"perseguir,enfrentar,buscar,entrar","María Eugenia Vidal,Facundo Manes","sillón,vigencia,ambición,radicalismo,mesa,discusión,2023,presidencial,perseguir,enfrentar,buscar,entrar",0,0,0,0,0,0,otras,neutra
clarin,opinion,"diferencia,kirchnerismo,pérdida,voto,lista,base","factible,junto,electoral","sufrir,ampliar",Florencio Randazzo,"diferencia,kirchnerismo,pérdida,voto,lista,base,factible,junto,electoral,sufrir,ampliar",0,0,0.0396039603960396,0,0,0,ideologia,neutra
clarin,opinion,"incorporación,izquierda,lista,derecha",porteña,"",Ricardo López Murphy,"incorporación,izquierda,lista,derecha,porteña,",0,0,0,0,0,0,otras,neutra
clarin,opinion,"volumen,voto,opción,economista","importante,mediático","ver,aportir",Javier Milei,"volumen,voto,opción,economista,importante,mediático,ver,aportir",0,0,0,0.0416666666666667,0.0238095238095238,0.03125,personalidad,negativa
clarin,opinion,"cabeza,lista,provincia","","lograr,ubicar","Victoria Tolosa Paz,Leandro Santoro","cabeza,lista,provincia,,lograr,ubicar",0,0,0,0,0,0,otras,neutra
clarin,opinion,"kirchnerismo,centro,escenario,crisis",mordaz,"mostrar,traer","Martín Tetaz,Ricardo López Murphy","kirchnerismo,centro,escenario,crisis,mordaz,mostrar,traer",0,0,0,0,0,0.032258064516129,otras,negativa
clarin,opinion,"anti,k,grupo,afuera,provincia","","acérrimos,completar,ir",José Luis Espert,"anti,k,grupo,afuera,provincia,,acérrimos,completar,ir",0,0,0,0,0,0,otras,neutra
ambito,politica,"vice,reemplazo,frente","",mencionar,Daniel Gollan,"vice,reemplazo,frente,,mencionar",0,0,0,0,0,0,otras,neutra
ambito,politica,"compañera,lista,diputada,fuerza,capacidad,lucha,gente","provincial,macrista,enorme,valioso","decir,valorar,aclarar,tratar,reclutar",Carolina Píparo,"compañera,lista,diputada,fuerza,capacidad,lucha,gente,provincial,macrista,enorme,valioso,decir,valorar,aclarar,tratar,reclutar",0,0.0326086956521739,0.0377358490566038,0.03125,0.02,0,ideologia,positiva
clarin,politica,"ministro,provincia,hora,incorporación,concejal","ex,alineado,suplente",firmar,María Eugenia Vidal,"ministro,provincia,hora,incorporación,concejal,ex,alineado,suplente,firmar",0,0.0352941176470588,0,0.0833333333333333,0,0,personalidad,neutra
clarin,politica,"candidatura,interna","",encolumnar,"Diego Santilli,Facundo Manes","candidatura,interna,,encolumnar",0,0,0.0212765957446809,0,0,0,ideologia,neutra
ambito,politica,"respecto,candidatura,lista,frente,legislador,error,candidata","macrista,táctico","encabezar,analizar,dejar,ir",María Eugenia Vidal,"respecto,candidatura,lista,frente,legislador,error,candidata,macrista,táctico,encabezar,analizar,dejar,ir",0,0,0.0388349514563107,0,0,0,ideologia,neutra
ambito,politica,"lista,diputado",nacional,encabezar,Leandro Santoro,"lista,diputado,nacional,encabezar",0,0,0.0315789473684211,0,0,0,ideologia,neutra
ambito,politica,"lugar,legisladora,periodista","segundo,actual,nacional",ir,Gisela Marziotta,"lugar,legisladora,periodista,segundo,actual,nacional,ir",0,0,0,0,0,0,otras,neutra
clarin,politica,"jueves,campaña",pasado,largar,Diego Santilli,"jueves,campaña,pasado,largar",0,0,0.0208333333333333,0,0,0.0357142857142857,ideologia,negativa
clarin,politica,"tono,enfrentamiento,rival,interna","",bajar,Facundo Manes,"tono,enfrentamiento,rival,interna,,bajar",0,0,0,0,0,0,otras,neutra
clarin,politica,"campaña,intendente",local,mostrar,Diego Santilli,"campaña,intendente,local,mostrar",0,0,0,0,0,0,otras,neutra
clarin,politica,"adversario,kirchnerismo","","",Diego Santilli,"adversario,kirchnerismo,,",0,0,0,0,0,0,otras,neutra
clarin,politica,"hijo,vecino","","ver,fotografiar",Diego Santilli,"hijo,vecino,,ver,fotografiar",0.0526315789473684,0,0,0,0,0,etica,neutra
clarin,politica,"recorrida,complicidad,hijo,combustible,lugar,septiembre","","poner,recargar,acelerar,tener",Diego Santilli,"recorrida,complicidad,hijo,combustible,lugar,septiembre,,poner,recargar,acelerar,tener",0,0,0,0,0,0,otras,neutra
infobae,politica,"presidenta,acta,candidatura,provincia,precandidata,diputada,provincia,cierre,lista,campaña,intendencia,2023","flamante,primero,nacional","firmar,oficializar,hablar,considerar,iniciar,mirar,contar,venir,hacer,contar,aspirar,ganar","Victoria Tolosa Paz,Victoria Tolosa Paz","presidenta,acta,candidatura,provincia,precandidata,diputada,provincia,cierre,lista,campaña,intendencia,2023,flamante,primero,nacional,firmar,oficializar,hablar,considerar,iniciar,mirar,contar,venir,hacer,contar,aspirar,ganar",0,0.06,0.0707964601769912,0,0,0,ideologia,neutra
infobae,politica,"lista,reemplazo,gabinete,cambio,gobierno,provincia,ciudad,candidatura,equipo,salud,gente,pandemia","","realizar,criticar,tener,estar,terminar","María Eugenia Vidal,Daniel Gollan","lista,reemplazo,gabinete,cambio,gobierno,provincia,ciudad,candidatura,equipo,salud,gente,pandemia,,realizar,criticar,tener,estar,terminar",0.0645161290322581,0.043956043956044,0.0476190476190476,0.1,0.0408163265306122,0,personalidad,positiva
lanacion,politica,"contexto,candidato,precandidata,nombre,ministro,lista,competidor",bonaerense,"apuntar,criticar","Leandro Santoro,María Eugenia Vidal,Daniel Gollan","contexto,candidato,precandidata,nombre,ministro,lista,competidor,bonaerense,apuntar,criticar",0,0.0229885057471264,0.04,0.08,0,0.0294117647058824,personalidad,negativa
lanacion,politica,"esposa,senadora,lugar,boleta","actual,provincial,quinto,liderado",quedar,Victoria Tolosa Paz,"esposa,senadora,lugar,boleta,actual,provincial,quinto,liderado,quedar",0,0,0,0.04,0,0,personalidad,neutra
infobae,politica,"ministro,año,cargo,secretario,órbita,presidente,reducción,cartera","primero,nuevo,dirigido,ministerial","ejercer,ordenar",Adolfo Rubinstein,"ministro,año,cargo,secretario,órbita,presidente,reducción,cartera,primero,nuevo,dirigido,ministerial,ejercer,ordenar",0,0.0333333333333333,0.0285714285714286,0.0689655172413793,0,0,personalidad,neutra
infobae,politica,lista,"nutrido,interno","participar,competir,encabezar","María Eugenia Vidal,Ricardo López Murphy","lista,nutrido,interno,participar,competir,encabezar",0,0,0,0,0,0.0333333333333333,otras,negativa
infobae,politica,"cordobés,ministro,secretario,mandato,ministro,puesto,nómina,nombre,candidatura,vicejefe,gobierno,banca","ex,noveno,renovado,junto,actual,porteño","ocupar,propiciar,competir,actualizar",Diego Santilli,"cordobés,ministro,secretario,mandato,ministro,puesto,nómina,nombre,candidatura,vicejefe,gobierno,banca,ex,noveno,renovado,junto,actual,porteño,ocupar,propiciar,competir,actualizar",0.0263157894736842,0.0412371134020619,0.0450450450450451,0.114285714285714,0.0178571428571429,0.0217391304347826,personalidad,negativa
infobae,politica,"interna,bloque,opositor,territorio,lista",bonaerense,competir,Facundo Manes,"interna,bloque,opositor,territorio,lista,bonaerense,competir",0,0,0.0306122448979592,0,0,0,ideologia,neutra
infobae,politica,"provincia,vecino,vida","mejor,digno,posible","acompañar,trabajar,volver,creer",Diego Santilli,"provincia,vecino,vida,mejor,digno,posible,acompañar,trabajar,volver,creer",0,0.0229885057471264,0,0,0.0227272727272727,0,gestion,positiva
infobae,politica,"ministro,ministro,gobierno,lista","ex,único,ex",incorporar,Diego Santilli,"ministro,ministro,gobierno,lista,ex,único,ex,incorporar",0.0416666666666667,0.0357142857142857,0.0408163265306122,0.25,0.0238095238095238,0,personalidad,positiva
infobae,politica,"secretario,mano,lista,referencia,gestión,fila","ex,derecho,quinto,cargado",ir,Diego Santilli,"secretario,mano,lista,referencia,gestión,fila,ex,derecho,quinto,cargado,ir",0,0.0227272727272727,0,0.037037037037037,0,0,personalidad,neutra
infobae,espectaculos,"día,opositor,nombre,sábado,cierre,lista,candidato,concejal,espacio","último,fuerte,radical","presentar,circular,encabezar",Facundo Manes,"día,opositor,nombre,sábado,cierre,lista,candidato,concejal,espacio,último,fuerte,radical,presentar,circular,encabezar",0,0,0.0283018867924528,0,0.0204081632653061,0.0526315789473684,ideologia,negativa
ambito,politica,"salida,jefe,lugar,amiga,vicepresidenta,grueso,lista",primero,"saber,resistir,lograr,imponer,conseguir,aportar",Victoria Tolosa Paz,"salida,jefe,lugar,amiga,vicepresidenta,grueso,lista,primero,saber,resistir,lograr,imponer,conseguir,aportar",0,0,0,0,0,0,otras,neutra
ambito,politica,"cuenta,lapicera,2019,funcionario,riñón,lista,distrito,porteño,candidatura,logro,necesidad,albertismo,interlocutor","bonaerense,propio","tener,tener,venir,liderar,interpretar,responder,contar","Leandro Santoro,Gisela Marziotta","cuenta,lapicera,2019,funcionario,riñón,lista,distrito,porteño,candidatura,logro,necesidad,albertismo,interlocutor,bonaerense,propio,tener,tener,venir,liderar,interpretar,responder,contar",0,0,0.0357142857142857,0,0,0,ideologia,neutra
lanacion,politica,"candidata,polémica,red,causa,tuit,año","porteño,envuelto,social","ver,escribir,hacer",María Eugenia Vidal,"candidata,polémica,red,causa,tuit,año,porteño,envuelto,social,ver,escribir,hacer",0.0357142857142857,0,0.029126213592233,0.0357142857142857,0,0,personalidad,neutra
clarin,politica,lista,"planteado,interno,encabezado",quedar,"Diego Santilli,Facundo Manes","lista,planteado,interno,encabezado,quedar",0,0,0,0,0,0.0344827586206897,otras,negativa
clarin,politica,actividad,"","intentar,participar",María Eugenia Vidal,"actividad,,intentar,participar",0,0,0,0,0,0,otras,neutra
clarin,politica,"dirigente,tope,lista","",acompañar,Diego Santilli,"dirigente,tope,lista,,acompañar",0,0,0.0210526315789474,0.0526315789473684,0,0,personalidad,neutra
clarin,politica,"lista,cuestión,novedad,llegada,neurocientífico,política,apoyo,radicalismo,década,presencia,interior,aporte,pata","bonaerense,bonaerense,peronista","encabezar,buscar,enfatizar,implicar,mantener,hacer",Facundo Manes,"lista,cuestión,novedad,llegada,neurocientífico,política,apoyo,radicalismo,década,presencia,interior,aporte,pata,bonaerense,bonaerense,peronista,encabezar,buscar,enfatizar,implicar,mantener,hacer",0,0,0.0265486725663717,0,0,0,ideologia,neutra
clarin,politica,"actividad,aliado",peronista,"",Facundo Manes,"actividad,aliado,peronista,",0,0,0,0,0,0,otras,neutra
lanacion,politica,"vez,cierre,lista,elección,precandidata,diputada,ciudad,comienzo,campaña","próximo,legislativo,nacional,electoral","definir,analizar",María Eugenia Vidal,"vez,cierre,lista,elección,precandidata,diputada,ciudad,comienzo,campaña,próximo,legislativo,nacional,electoral,definir,analizar",0,0.0444444444444444,0.0686274509803922,0,0,0.0256410256410256,ideologia,negativa
lanacion,politica,"exgobernadora,gestión,marco,pandemia,coronavirus,dureza,ministro","oficialista,opositor","contrastar,criticar",Daniel Gollan,"exgobernadora,gestión,marco,pandemia,coronavirus,dureza,ministro,oficialista,opositor,contrastar,criticar",0.037037037037037,0.0588235294117647,0.0294117647058824,0.0769230769230769,0,0,personalidad,neutra
lanacion,politica,"equipo,capacidad","","demostrar,tener,planificar,cumplir,decir,aseverar",Diego Santilli,"equipo,capacidad,,demostrar,tener,planificar,cumplir,decir,aseverar",0,0,0,0.0434782608695652,0.024390243902439,0,personalidad,positiva
lanacion,politica,"exgobernadora,contraste,ministro,lista,candidato,comicio","kirchnerista,próximo","consultar,integrar",Daniel Gollan,"exgobernadora,contraste,ministro,lista,candidato,comicio,kirchnerista,próximo,consultar,integrar",0,0.0229885057471264,0.0297029702970297,0.08,0,0.0294117647058824,personalidad,negativa
lanacion,politica,"causa,precandidata,diputada,alusión,causa,contrabando,armamento,imputado,expresidente","nacional,supuesto","hacer,investigar,tener",María Eugenia Vidal,"causa,precandidata,diputada,alusión,causa,contrabando,armamento,imputado,expresidente,nacional,supuesto,hacer,investigar,tener",0,0.0333333333333333,0.0588235294117647,0.0333333333333333,0,0,ideologia,neutra
clarin,politica,"precandidato,diputado,provincia,batalla,populismo,globito","","apuntar,terminar,disparar,asegurar,dar",José Luis Espert,"precandidato,diputado,provincia,batalla,populismo,globito,,apuntar,terminar,disparar,asegurar,dar",0,0.0348837209302326,0.04,0,0,0.0294117647058824,ideologia,negativa
clarin,politica,"portazo,lista",elogioso,"referir él,pegar,estar,contar,conocer",Carolina Píparo,"portazo,lista,elogioso,referir él,pegar,estar,contar,conocer",0,0,0,0,0,0,otras,neutra
clarin,politica,"precandidata,diputada","","",José Luis Espert,"precandidata,diputada,,",0,0.0253164556962025,0.0212765957446809,0,0,0,gestion,neutra
clarin,politica,"acuerdo,fila,diputada,compañera,boleta","gran,provincial","espert,proponer,enfrentar,sorprender,sumar",Carolina Píparo,"acuerdo,fila,diputada,compañera,boleta,gran,provincial,espert,proponer,enfrentar,sorprender,sumar",0,0.0340909090909091,0,0,0.0217391304347826,0,gestion,positiva
clarin,politica,"boleta,competencia,sector,funcionario,espacio,frente","ex,macrista,propio,llamado","tener,ir,cerrar",Cynthia Hotton,"boleta,competencia,sector,funcionario,espacio,frente,ex,macrista,propio,llamado,tener,ir,cerrar",0,0,0,0.0344827586206897,0,0,personalidad,neutra
clarin,politica,"domingo,candidatura,ministro,provincia,decisión,frente,manejo,pandemia",porteño,"criticar,ponderar,mantener","María Eugenia Vidal,Daniel Gollan","domingo,candidatura,ministro,provincia,decisión,frente,manejo,pandemia,porteño,criticar,ponderar,mantener",0.0357142857142857,0.0340909090909091,0.029126213592233,0.0357142857142857,0.0217391304347826,0,etica,positiva
clarin,politica,"gobernadora,precandidata,diputada,compañero,lista","ex,bonaerense,nacional",apuntar,Victoria Tolosa Paz,"gobernadora,precandidata,diputada,compañero,lista,ex,bonaerense,nacional,apuntar",0,0.0352941176470588,0.0404040404040404,0.0833333333333333,0,0,personalidad,neutra
infobae,politica,"impulso,jefe,gobierno,candidata","",quedar,María Eugenia Vidal,"impulso,jefe,gobierno,candidata,,quedar",0.05,0,0.0208333333333333,0.05,0.0263157894736842,0,etica,positiva
infobae,politica,"incorporación,coalición,apuesta,voto,oferta,vez,desafío,voto,disgusto,vuelta",liberal,"atraer,contener",Ricardo López Murphy,"incorporación,coalición,apuesta,voto,oferta,vez,desafío,voto,disgusto,vuelta,liberal,atraer,contener",0,0,0,0,0.0212765957446809,0,otras,positiva
infobae,politica,"chance,lista,radical,origen,cabeza",alfonsinista,asomar,Adolfo Rubinstein,"chance,lista,radical,origen,cabeza,alfonsinista,asomar",0,0,0,0,0,0,otras,neutra
infobae,politica,"provincia,movida,pase","duro,moderado,aliado","imponer,terminar,amalgamar",Diego Santilli,"provincia,movida,pase,duro,moderado,aliado,imponer,terminar,amalgamar",0,0.0232558139534884,0,0,0,0,gestion,neutra
infobae,politica,"competencia,eje,radicalismo","","",Facundo Manes,"competencia,eje,radicalismo,,",0,0,0,0,0,0,otras,neutra
infobae,politica,"leyendo,lista,campaña,batalla,frente,desafío,vacuna,economía,lista,candidato","político,real","cerrar,arrancar,oficializar,acompañar",María Eugenia Vidal,"leyendo,lista,campaña,batalla,frente,desafío,vacuna,economía,lista,candidato,político,real,cerrar,arrancar,oficializar,acompañar",0.03125,0.0326086956521739,0.0784313725490196,0,0.0408163265306122,0.025,ideologia,positiva
clarin,politica,"ministro,precandidato,diputado,provincia,domingo,frente,cartera,pedido,gobernador,elección,noviembre,pandemia","nacional,general","anunciar,permanecer,lidiar",Daniel Gollan,"ministro,precandidato,diputado,provincia,domingo,frente,cartera,pedido,gobernador,elección,noviembre,pandemia,nacional,general,anunciar,permanecer,lidiar",0.0303030303030303,0.103448275862069,0.0571428571428571,0.0303030303030303,0,0.024390243902439,gestion,negativa
clarin,politica,"orden,precandidata,diputada,fango,política,precandidata,programa","","consultar,insistir,querer,entrar,polemizar,denunciar",Graciela Ocaña,"orden,precandidata,diputada,fango,política,precandidata,programa,,consultar,insistir,querer,entrar,polemizar,denunciar",0,0.0581395348837209,0.0392156862745098,0,0,0,gestion,neutra
ambito,economia,"cara,esposa,amigo","visible,albertisto,personal","",Victoria Tolosa Paz,"cara,esposa,amigo,visible,albertisto,personal,",0,0,0,0.0454545454545455,0,0,personalidad,neutra
ambito,politica,"intendente,respaldo,intendentes,interior,red,fiscalización,rumbo,comicio","provincial,valioso",aportar,Diego Santilli,"intendente,respaldo,intendentes,interior,red,fiscalización,rumbo,comicio,provincial,valioso,aportar",0,0,0,0,0.0222222222222222,0,otras,positiva
lanacion,politica,"lista,precandidato,cara,elección,intendente,apoyo,aspirante,provincia,tiempo,acuerdo,unidad","próximo,legislativo","oficializar,mostrar,celebrar",Diego Santilli,"lista,precandidato,cara,elección,intendente,apoyo,aspirante,provincia,tiempo,acuerdo,unidad,próximo,legislativo,oficializar,mostrar,celebrar",0,0.043956043956044,0.0476190476190476,0.03125,0.02,0.025,ideologia,negativa
lanacion,politica,"lista,candidato,diputado,provincia,interna,candidato,nacion","primero,nacional,escolar,escolar,suplente",encabezar,Diego Santilli,"lista,candidato,diputado,provincia,interna,candidato,nacion,primero,nacional,escolar,escolar,suplente,encabezar",0,0.0222222222222222,0.0594059405940594,0,0,0.0555555555555556,ideologia,negativa
clarin,politica,"precandidata,diputada,domingo,cierre,lista,oficialismo",agitado,"encabezar,hablar",Victoria Tolosa Paz,"precandidata,diputada,domingo,cierre,lista,oficialismo,agitado,encabezar,hablar",0,0.0352941176470588,0.0404040404040404,0,0,0,ideologia,neutra
clarin,politica,"cabeza,lista,territorio,lugar,ministro","bonaerense,acompañado,segundo,actual","",Daniel Gollan,"cabeza,lista,territorio,lugar,ministro,bonaerense,acompañado,segundo,actual,",0,0,0,0.04,0,0,personalidad,neutra
clarin,politica,"ministro,lista","",acompañar,Daniel Gollan,"ministro,lista,,acompañar",0,0,0.0212765957446809,0.0555555555555556,0,0,personalidad,neutra
clarin,politica,"parte,candidato,comicio,noviembre,lista,dirigente,cabeza,neurocientífico","interno,parlamentario,radical","dirimir,liderar,llevar","Diego Santilli,Facundo Manes","parte,candidato,comicio,noviembre,lista,dirigente,cabeza,neurocientífico,interno,parlamentario,radical,dirimir,liderar,llevar",0,0.021978021978022,0.0384615384615385,0.0333333333333333,0,0.0540540540540541,ideologia,negativa
lanacion,politica,"pesar,principios,mes,carrera,cantante,tiempo,opositor,nombre,cierre,lista,candidato,concejal,espacio,neurocientífico","listo,electoral,convencido,último,férreo","anticipar,introducir él,sentir él,presentar,circular,encabezar",Facundo Manes,"pesar,principios,mes,carrera,cantante,tiempo,opositor,nombre,cierre,lista,candidato,concejal,espacio,neurocientífico,listo,electoral,convencido,último,férreo,anticipar,introducir él,sentir él,presentar,circular,encabezar",0,0,0.0347826086956522,0.024390243902439,0,0.0204081632653061,ideologia,negativa
infobae,politica,"precandidata,diputada,provincia,gestión,presidente,política,nivel,pobreza,indigencia","primero,nacional,ex,mayor","cuestionar,asegurar,aplicar,dejar",Victoria Tolosa Paz,"precandidata,diputada,provincia,gestión,presidente,política,nivel,pobreza,indigencia,primero,nacional,ex,mayor,cuestionar,asegurar,aplicar,dejar",0,0.0666666666666667,0.0571428571428571,0.0303030303030303,0,0,gestion,neutra
infobae,politica,"contexto,presidenta,declaración,minuto,ministro,aspirante,interna","ex,actual","referir,hacer",Ricardo López Murphy,"contexto,presidenta,declaración,minuto,ministro,aspirante,interna,ex,actual,referir,hacer",0,0,0.0294117647058824,0.12,0,0,personalidad,neutra
infobae,politica,"parte,decisión,oposición,gestión,modelo,jurisdicción,gente,gobernadora,parte,país,oficialismo",económico,"cuestionar,competir,señalar,defender,preferir,cambiar él,ver,recordar,pretender,dejar",María Eugenia Vidal,"parte,decisión,oposición,gestión,modelo,jurisdicción,gente,gobernadora,parte,país,oficialismo,económico,cuestionar,competir,señalar,defender,preferir,cambiar él,ver,recordar,pretender,dejar",0.0263157894736842,0.0520833333333333,0.0265486725663717,0.0540540540540541,0.0363636363636364,0,personalidad,positiva
infobae,politica,"comicio,lista,ministro,massista,gremialista,especialista,seguridad,esposa,ministro","acompañado,bancario,cercano,bonaerense","",Daniel Gollan,"comicio,lista,ministro,massista,gremialista,especialista,seguridad,esposa,ministro,acompañado,bancario,cercano,bonaerense,",0,0.0337078651685393,0.0490196078431373,0.0714285714285714,0,0,personalidad,neutra
lanacion,politica,"precandidata,lista,provincia,definición,intención,intendencia,2023","","encabezar,hablar,mostrar,pelear",Victoria Tolosa Paz,"precandidata,lista,provincia,definición,intención,intendencia,2023,,encabezar,hablar,mostrar,pelear",0,0.0229885057471264,0.0297029702970297,0,0,0.0294117647058824,ideologia,negativa
lanacion,politica,nacion,"",@vtolosapaz,"Victoria Tolosa Paz,Daniel Gollan","nacion,,@vtolosapaz",0,0,0,0,0,0,otras,neutra
lanacion,politica,"tipo,persona,leche,veces,mañana,entrevista,asesor,candidato,ciudad","buen,intencionado,buen,primero","hablás,pensás,ofender,hacés,pasar,decís,sonar,quisiste,transmitir,justificar,ungir",Leandro Santoro,"tipo,persona,leche,veces,mañana,entrevista,asesor,candidato,ciudad,buen,intencionado,buen,primero,hablás,pensás,ofender,hacés,pasar,decís,sonar,quisiste,transmitir,justificar,ungir",0,0,0,0,0.0350877192982456,0.0208333333333333,otras,positiva
lanacion,politica,"periodista,propuesta,territorio,bastión","oficial,capitalino",secundir,Gisela Marziotta,"periodista,propuesta,territorio,bastión,oficial,capitalino,secundir",0,0,0,0,0,0,otras,neutra
paginadoce,politica,"lista,encabeza,exgobernadora",bonaerense,"",María Eugenia Vidal,"lista,encabeza,exgobernadora,bonaerense,",0,0,0,0.05,0,0,personalidad,neutra
paginadoce,politica,"extitular,lugar,nómina,exvicejefe,interna,neurocientífico","séptimo,bonaerense,porteño,radical","ubicar,liderar,competir","Diego Santilli,Facundo Manes","extitular,lugar,nómina,exvicejefe,interna,neurocientífico,séptimo,bonaerense,porteño,radical,ubicar,liderar,competir",0,0,0,0.0714285714285714,0,0,personalidad,neutra
paginadoce,politica,"expresidente,cierre,listas-,cambio,distrito,estrategia","","viajar,oponer,lograr,imponer","Diego Santilli,María Eugenia Vidal","expresidente,cierre,listas-,cambio,distrito,estrategia,,viajar,oponer,lograr,imponer",0,0,0.03,0.04,0,0,personalidad,neutra
infobae,opinion,"diputado,mandato,diciembre,año,2023",nacional,"","Victoria Tolosa Paz,Diego Santilli,Facundo Manes,Leandro Santoro","diputado,mandato,diciembre,año,2023,nacional,",0,0,0.0416666666666667,0.0454545454545455,0,0.0333333333333333,personalidad,negativa
infobae,opinion,"caballo,comisario,estructura,momento,intendente,fila","político,financiero,último","correr,lograr,sumar",Diego Santilli,"caballo,comisario,estructura,momento,intendente,fila,político,financiero,último,correr,lograr,sumar",0,0,0,0,0.0217391304347826,0.0277777777777778,otras,negativa
infobae,opinion,"acuerdo,personaje,intendente,neurocirujano,público,interior,sector","político,extraño,ex,nuevo,radical,tradicional,desencantado,previo","representar,captar",Facundo Manes,"acuerdo,personaje,intendente,neurocirujano,público,interior,sector,político,extraño,ex,nuevo,radical,tradicional,desencantado,previo,representar,captar",0,0,0,0.0967741935483871,0,0,personalidad,neutra
infobae,opinion,"mayoría,candidato,día",libre,"tener,hacer",Diego Santilli,"mayoría,candidato,día,libre,tener,hacer",0,0,0.0204081632653061,0,0.025,0.0333333333333333,ideologia,negativa
infobae,opinion,"leyendo,lista,campaña,batalla,frente,desafío,vacuna,economía,giro,pandemia,lista,candidato","político,real,especial","cerrar,arrancar,asegurar,utilizar,oficializar,acompañar",María Eugenia Vidal,"leyendo,lista,campaña,batalla,frente,desafío,vacuna,economía,giro,pandemia,lista,candidato,político,real,especial,cerrar,arrancar,asegurar,utilizar,oficializar,acompañar",0.0555555555555556,0.0416666666666667,0.0849056603773585,0,0.037037037037037,0.0222222222222222,ideologia,positiva
infobae,politica,"candidato,diputado,provincia,candidato,diputado,provincia,lista,cargo,elección,noviembre","nacional,segundo,nacional,legislativo,general","confirmar,confirmar,asegurar,seguir","Victoria Tolosa Paz,Daniel Gollan","candidato,diputado,provincia,candidato,diputado,provincia,lista,cargo,elección,noviembre,nacional,segundo,nacional,legislativo,general,confirmar,confirmar,asegurar,seguir",0,0.0888888888888889,0.0761904761904762,0,0,0.0476190476190476,gestion,negativa
infobae,politica,"lista,partido,candidato,provincia,lista,banca,frente,frente,lista,banca,frente,neurólogo,rama,oficialismo,lista,elección,portada,prueba,precandidato,banca,frente,banca,frente,desarrollo","principal,liderado,nuevo,reñido,radical,elegido,nuevo","renovar,apostar,disputar,renovar,representar,ir,encabezar,renovar,hacer,renovar,hacer","María Eugenia Vidal,Leandro Santoro,María Eugenia Vidal,Martín Tetaz,Ricardo López Murphy,Sandra Pitta,Adolfo Rubinstein,Leandro Santoro,Myriam Bregman,Diego Santilli,Facundo Manes,Victoria Tolosa Paz,Diego Santilli,Graciela Ocaña,Facundo Manes,Facundo Manes,Florencio Randazzo,Carolina Castro,Nicolás del Caño,Victoria Tolosa Paz,Manuela Castañeira,José Luis Espert,Carolina Píparo","lista,partido,candidato,provincia,lista,banca,frente,frente,lista,banca,frente,neurólogo,rama,oficialismo,lista,elección,portada,prueba,precandidato,banca,frente,banca,frente,desarrollo,principal,liderado,nuevo,reñido,radical,elegido,nuevo,renovar,apostar,disputar,renovar,representar,ir,encabezar,renovar,hacer,renovar,hacer",0,0.0431034482758621,0.0708661417322835,0,0.0131578947368421,0.0307692307692308,ideologia,negativa
lanacion,politica,"candidato,diputado,provincia,lugar,elección,noviembre","bendecido,segundo,nacional,bonaerense","confirmar,dejar",Daniel Gollan,"candidato,diputado,provincia,lugar,elección,noviembre,bendecido,segundo,nacional,bonaerense,confirmar,dejar",0,0.0581395348837209,0.0392156862745098,0,0,0.0277777777777778,gestion,negativa
lanacion,politica,"modo,campaña,postura,vicepresidenta,alusión,lista,marketing,pelito","esbozado,claro,opositor,colorado","coincidir,hacer,encabezar,ir",Diego Santilli,"modo,campaña,postura,vicepresidenta,alusión,lista,marketing,pelito,esbozado,claro,opositor,colorado,coincidir,hacer,encabezar,ir",0,0,0.0280373831775701,0,0.02,0,ideologia,positiva
lanacion,politica,"globito,saltito,camino,carrera,oposición,-al,jefa,propuesta,lado,marketing","político,individual,igual,político,político","terminar,aclarar,existir,pedir,hacer,discutir,dejar",Victoria Tolosa Paz,"globito,saltito,camino,carrera,oposición,-al,jefa,propuesta,lado,marketing,político,individual,igual,político,político,terminar,aclarar,existir,pedir,hacer,discutir,dejar",0,0,0.0450450450450451,0.0540540540540541,0,0,personalidad,neutra
lanacion,politica,"presentación,candidato,@vtolosapaz,sentido,agenda,acuerdo,idea,campaña","sanitario,determinado,constructivo,propositivo","decir,alcanzar él,pedir,poner él,trabajar,solicitar,hacer","Victoria Tolosa Paz,Daniel Gollan","presentación,candidato,@vtolosapaz,sentido,agenda,acuerdo,idea,campaña,sanitario,determinado,constructivo,propositivo,decir,alcanzar él,pedir,poner él,trabajar,solicitar,hacer",0,0.0315789473684211,0.0272727272727273,0,0.0384615384615385,0.0232558139534884,gestion,positiva
lanacion,politica,"crítica,funcionario,paso,gestión,frente",bonaerense,recordar,"Graciela Ocaña,Graciela Ocaña","crítica,funcionario,paso,gestión,frente,bonaerense,recordar",0,0.0238095238095238,0,0,0,0.032258064516129,gestion,negativa
lanacion,politica,"lugar,salud","","querer,escuchar,andar,revolver,decir,proponer,hacer,cerrar",Graciela Ocaña,"lugar,salud,,querer,escuchar,andar,revolver,decir,proponer,hacer,cerrar",0,0,0,0,0,0,otras,neutra
lanacion,politica,"lista,nombre,exintendente",bonaerense,"",Diego Santilli,"lista,nombre,exintendente,bonaerense,",0,0,0,0.05,0,0,personalidad,neutra
lanacion,politica,"competencia,rector,lista,sección","interno,tercero",encabezar,Facundo Manes,"competencia,rector,lista,sección,interno,tercero,encabezar",0,0,0,0,0,0.032258064516129,otras,negativa
